fid,orig_fid,OBJECTID,DAMAGE_ARE,CREATED_DA,MODIFIED_D,FEATURE_US,OBSERVATIO,REGION_ID,LABEL,HOST_CODE,HOST,HOST_GROUP,HOST_GRO_1,DCA_CODE,DCA_COMMON,DAMAGE_TYP,DAMAGE_T_1,PERCENT_AF,PERCENT__1,PERCENT_MI,PERCENT_MA,PERCENT__2,NOTES,OBSERVAT_1,COLLECTION,SNAPGRID_R,SNAPGRID_C,AREA_TYPE,ACRES,STATUS,SURVEY_YEA,LEGACY_SEV,LEGACY_S_1,LEGACY_PAT,LEGACY_P_1,LEGACY_TPA,LEGACY_NO_,LEGACY_FOR,LEGACY_F_1,GRP,OBSERVAT_2,IDS_DATA_S,DATA_SOURC,US_AREA,SHAPE_Leng,SHAPE_Area,tmean,tmax,tmin,tdmean,ppt,vpdmin,vpdmax
69,69,3474,19992006705,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-5,SINGLE,,,,POLYGON,5,1,1999,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,173210,87,IDS LEGACY FEATURES,CONUS,502.9723311,20074.68565,5.582000256,12.06100082,-0.896000028,-5.847516537,639.144043,1.894000053,11.69500065
70,70,3478,20002005401,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,65.3,1,2000,-1,No Data,-1,No data,0.61,40,9000,MIXED CONIFERS,1,257023,87,IDS LEGACY FEATURES,CONUS,2089.694718,264452.2293,4.549000263,11.302001,-2.203000069,-5.074325085,382.7620239,1.516000032,11.85400009
71,71,3522,20002006529,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,258173,87,IDS LEGACY FEATURES,CONUS,710.6827127,40134.11049,5.804000378,12.38300037,-0.773000062,-5.279566765,465.6560364,2.009000063,12.84400082
72,72,3589,19992005732,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1.5,3,9000,MIXED CONIFERS,1,172223,87,IDS LEGACY FEATURES,CONUS,320.6941424,8154.862694,6.389000416,13.51500034,-0.737000048,-4.553816795,456.7850342,1.526000023,12.81500053
73,73,3607,20002007052,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2000,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,258701,87,IDS LEGACY FEATURES,CONUS,502.9622799,20104.51741,7.701000214,14.50700092,0.895000041,-4.501191616,439.8310242,2.416000128,14.83700085
74,74,3609,19972002558,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-500,SINGLE,,,,POLYGON,12.4,1,1997,-1,No Data,-1,No data,1.45,18,9000,MIXED CONIFERS,1,21926,87,IDS LEGACY FEATURES,CONUS,996.5994025,50359.57113,4.202000141,10.92300034,-2.519000053,-4.896824837,501.4510193,1.247000098,10.44800091
75,75,3615,20002006183,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,257820,87,IDS LEGACY FEATURES,CONUS,314.3209242,7846.876893,6.572000504,13.13600063,0.008,-4.87335825,432.5600281,2.183000088,13.47200108
76,76,3618,19992007115,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,9.9,1,1999,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,173620,87,IDS LEGACY FEATURES,CONUS,710.7761805,40137.72009,7.93500042,14.55300045,1.316000104,-4.265708447,664.6110229,2.19900012,13.76500034
77,77,3646,19972003096,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,3.2,1,1997,-1,No Data,-1,No data,0.31,1,9000,MIXED CONIFERS,1,22467,87,IDS LEGACY FEATURES,CONUS,443.9293718,12943.69923,4.308000088,11.47300053,-2.857000113,-4.746016502,632.1460571,1.078999996,10.84200096
78,78,3698,19982003783,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,80623,87,IDS LEGACY FEATURES,CONUS,313.6945647,7800.720781,5.315000057,12.30600071,-1.675000072,-3.33150816,452.065033,1.1450001,11.72600079
79,79,3704,19972002892,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,6-3,SINGLE,,,,POLYGON,10.2,1,1997,-1,No Data,-1,No data,0.29,3,9000,MIXED CONIFERS,1,22263,87,IDS LEGACY FEATURES,CONUS,793.0631109,41174.53399,4.24600029,10.32500076,-1.830000043,-4.931075096,749.3340454,1.464000106,9.754000664
80,80,3734,20002005760,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,257387,87,IDS LEGACY FEATURES,CONUS,502.3302929,20002.58,9.262000084,16.01200104,2.512000084,-2.709916592,386.8760071,2.546000004,15.95300102
81,81,3808,20002005166,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256783,87,IDS LEGACY FEATURES,CONUS,313.0066911,7703.306619,6.010000229,12.93400097,-0.913000047,-4.414758205,345.9040222,1.739000082,13.25900078
82,82,3845,19972002932,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,Scattered MPB(total of 15),SINGLE,,,,POLYGON,5,1,1997,-1,No Data,-1,No data,0.8,4,9000,MIXED CONIFERS,1,22303,87,IDS LEGACY FEATURES,CONUS,555.3161036,20294.53246,5.360000134,11.77800083,-1.057000041,-4.26624155,686.118042,1.610000134,10.93600082
83,83,3877,19992006451,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,172953,87,IDS LEGACY FEATURES,CONUS,314.4952111,7854.227466,6.150000095,12.69100094,-0.390000015,-5.778399944,589.8500366,2.003000021,12.32900047
84,84,3934,20002005262,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,256881,87,IDS LEGACY FEATURES,CONUS,709.6567462,39929.1327,6.264000416,13.35900021,-0.829000056,-4.626633167,337.8040161,1.821000099,13.74300098
85,85,3943,20002005254,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20,1,2000,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,256873,87,IDS LEGACY FEATURES,CONUS,1011.03633,81079.29759,4.734000206,11.41400051,-1.944000125,-5.335766315,411.8300171,1.701000094,11.94900036
86,86,3959,20002005230,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20,1,2000,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,256849,87,IDS LEGACY FEATURES,CONUS,1011.073482,81085.01235,5.412000179,12.23600101,-1.411000013,-4.973091602,369.8630066,1.767000079,12.67900085
87,87,3963,20002005202,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,256819,87,IDS LEGACY FEATURES,CONUS,709.6242996,39925.50272,5.619000435,12.47800064,-1.238000035,-4.556416512,366.07901,1.69900012,12.82500076
88,88,4085,20002005292,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,256911,87,IDS LEGACY FEATURES,CONUS,709.6806391,39931.32817,5.409000397,12.14100075,-1.321000099,-5.433466434,378.6870117,1.908000112,12.70000076
89,89,4092,20002005256,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256875,87,IDS LEGACY FEATURES,CONUS,312.989835,7702.307957,1.163000107,7.650000572,-5.322000027,-6.839425087,753.8570557,1.24000001,8.848999977
90,90,4101,19972002973,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,34.2,1,1997,-1,No Data,-1,No data,0.29,10,9000,MIXED CONIFERS,1,22344,87,IDS LEGACY FEATURES,CONUS,1591.092389,138242.6243,5.251000404,11.70000076,-1.198000073,-4.387541771,647.9230347,1.541000128,10.86400032
91,91,4104,20002005170,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256787,87,IDS LEGACY FEATURES,CONUS,502.2765868,19998.61016,5.619000435,12.47800064,-1.238000035,-4.556416512,366.07901,1.69900012,12.82500076
92,92,4107,20002005382,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,257004,87,IDS LEGACY FEATURES,CONUS,709.6319185,39926.16263,6.552000523,13.55500031,-0.450000018,-4.333741665,357.1520081,1.797000051,13.90600109
93,93,4123,20002005317,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256936,87,IDS LEGACY FEATURES,CONUS,502.3375581,20003.67748,5.409000397,12.14100075,-1.321000099,-5.433466434,378.6870117,1.908000112,12.70000076
94,94,4128,20002005204,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,24.8,1,2000,-1,No Data,-1,No data,1.01,25,9000,MIXED CONIFERS,1,256821,87,IDS LEGACY FEATURES,CONUS,1124.25283,100312.4167,6.949000359,14.31500053,-0.415000021,-3.93903327,333.4420166,1.698000073,14.79500103
95,95,4132,20002005271,,,,,2,,108,lodgepole pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256890,87,IDS LEGACY FEATURES,CONUS,313.0103195,7703.312084,2.731000185,9.282999992,-3.819000244,-6.191050053,561.2820435,1.445000052,10.12000084
96,96,4153,20002005348,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,49.3,1,2000,-1,No Data,-1,No data,1.01,50,9000,MIXED CONIFERS,1,256968,87,IDS LEGACY FEATURES,CONUS,1880.009173,199556.7575,4.756000042,11.38400078,-1.871000051,-5.048783302,340.5340271,1.603000045,11.9260006
97,97,4232,20002006349,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,5,1,2000,-1,No Data,-1,No data,1,5,9000,MIXED CONIFERS,1,257991,87,IDS LEGACY FEATURES,CONUS,502.9578465,20104.1352,6.957000256,13.52000046,0.395000011,-4.674858093,443.4830322,2.275000095,13.78600025
98,98,4305,20002005299,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256918,87,IDS LEGACY FEATURES,CONUS,502.3095226,20001.23497,5.409000397,12.14100075,-1.321000099,-5.433466434,378.6870117,1.908000112,12.70000076
99,99,4327,20002005222,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,256841,87,IDS LEGACY FEATURES,CONUS,709.6723684,39930.66941,5.412000179,12.23600101,-1.411000013,-4.973091602,369.8630066,1.767000079,12.67900085
100,100,4349,19982004053,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,1.04,2,9000,MIXED CONIFERS,1,80894,87,IDS LEGACY FEATURES,CONUS,313.7612996,7805.146723,5.947000504,13.41300106,-1.518000126,-3.197916746,434.6270142,1.096000075,12.7850008
101,101,4357,19982006296,,,,,2,,19,subalpine fir,,,80002,subalpine fir mortality complex,2,Mortality,,,,,,11-10,SINGLE,,,,POLYGON,31.6,1,1998,-1,No Data,-1,No data,0.32,10,3000,WESTERN FIR-SPRUCE TYPE GROUP,1,83159,87,IDS LEGACY FEATURES,CONUS,1483.188589,128158.0522,4.09800005,10.22000027,-2.024000168,-5.17023325,713.6040039,1.470000029,10.07600021
102,102,4434,19992005606,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-20,SINGLE,,,,POLYGON,20.9,1,1999,-1,No Data,-1,No data,0.96,20,9000,MIXED CONIFERS,1,172095,87,IDS LEGACY FEATURES,CONUS,1032.720438,84603.91352,5.198000431,12.3010006,-1.904000044,-5.407966614,458.928009,1.467000127,11.77400017
103,103,4450,20002005365,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,142.9,1,2000,-1,No Data,-1,No data,3.5,500,9000,MIXED CONIFERS,1,256986,87,IDS LEGACY FEATURES,CONUS,3085.911969,578831.7545,6.419000149,13.31400108,-0.476000011,-4.268183231,360.3330078,1.769000053,13.60000038
104,104,4486,19982003878,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1998,-1,No Data,-1,No data,0.52,1,9000,MIXED CONIFERS,1,80718,87,IDS LEGACY FEATURES,CONUS,313.5423462,7793.954837,4.387000084,11.33500099,-2.560000181,-4.23789978,456.9810181,1.186000109,10.93900013
105,105,4516,20002005227,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256846,87,IDS LEGACY FEATURES,CONUS,502.3309434,20002.91575,6.550000191,13.76600075,-0.664000034,-4.489791393,355.1160278,1.775000095,14.22700024
106,106,4574,19992005531,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-3,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1.5,3,9000,MIXED CONIFERS,1,172019,87,IDS LEGACY FEATURES,CONUS,320.5198098,8144.421954,3.979000092,10.77800083,-2.819000244,-6.027307987,495.5140381,1.406000018,10.54600048
107,107,4594,20002005419,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20,1,2000,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,257041,87,IDS LEGACY FEATURES,CONUS,1011.056196,81082.41629,6.552000523,13.55500031,-0.450000018,-4.333741665,357.1520081,1.797000051,13.90600109
108,108,4644,19992006648,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173153,87,IDS LEGACY FEATURES,CONUS,313.7062604,7814.07981,6.231000423,12.77800083,-0.315000027,-5.740708351,610.5340576,2.026000023,12.39800072
109,109,4732,20002005515,,,,,2,,3,,,,30001,wild fire,2,Mortality,,,,,,fire,MULTIPLE,,,,POLYGON,712.4,1,2000,-1,No Data,-1,No data,-1,-1,9999,Unknown *,2,257138,87,IDS LEGACY FEATURES,CONUS,6843.177288,2885374.248,5.838000298,12.72500038,-1.048000097,-5.295866489,414.5000305,1.913000107,13.42800045
110,110,4808,20002005474,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,257096,87,IDS LEGACY FEATURES,CONUS,709.6175584,39924.34762,5.694000244,12.22500038,-0.835000038,-5.410241604,423.9840088,2.039000034,12.83700085
111,111,4934,19992006696,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,173201,87,IDS LEGACY FEATURES,CONUS,314.3739863,7848.949759,5.722000122,12.07300091,-0.628000021,-6.009749889,652.8620605,2.016000032,11.7850008
112,112,4938,20012008518,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.2,1,2001,-1,No Data,-1,No data,25,5,9000,MIXED CONIFERS,1,404435,87,IDS LEGACY FEATURES,CONUS,112.7537499,1003.385013,5.123000145,11.95300102,-1.705000043,-4.846282959,379.9100037,1.727000117,12.2670002
113,113,4986,19992005779,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-2,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,1,2,9000,MIXED CONIFERS,1,172270,87,IDS LEGACY FEATURES,CONUS,320.162412,8126.553264,6.640000343,13.90500069,-0.624000013,-4.605108261,483.605011,1.569000125,13.24100018
114,114,5004,20002005337,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256956,87,IDS LEGACY FEATURES,CONUS,502.328237,20002.89837,6.770000458,14.01900101,-0.478000015,-4.791224957,337.0580139,1.942000151,14.50800037
115,115,5019,20002005129,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256745,87,IDS LEGACY FEATURES,CONUS,313.0049856,7703.227438,3.403000116,9.890000343,-3.083000183,-5.957566261,499.8310242,1.503000021,10.65500069
116,116,5083,19992005698,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-10,SINGLE,,,,POLYGON,10.3,1,1999,-1,No Data,-1,No data,0.97,10,9000,MIXED CONIFERS,1,172189,87,IDS LEGACY FEATURES,CONUS,724.4374743,41571.51031,4.447000027,11.08400059,-2.188000202,-5.380491257,377.3180237,1.400000095,10.73200035
117,117,5191,20002005351,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,1.58,3,9000,MIXED CONIFERS,1,256971,87,IDS LEGACY FEATURES,CONUS,313.0198499,7703.739679,5.409000397,12.14100075,-1.321000099,-5.433466434,378.6870117,1.908000112,12.70000076
118,118,5268,20002005218,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,256837,87,IDS LEGACY FEATURES,CONUS,502.2939498,20000.1022,6.010000229,12.93400097,-0.913000047,-4.414758205,345.9040222,1.739000082,13.25900078
119,119,5334,20002006932,,,,,2,,3,,,,30001,wild fire,2,Mortality,,,,,,,MULTIPLE,,,,POLYGON,88.2,1,2000,-1,No Data,-1,No data,-1,-1,9999,Unknown *,2,258579,87,IDS LEGACY FEATURES,CONUS,2469.117059,357266.8138,8.874000549,15.87900066,1.870000124,-3.388924837,412.0420227,2.351999998,16.24400139
120,120,5340,20002005395,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,151,1,2000,-1,No Data,-1,No data,0.03,5,9000,MIXED CONIFERS,1,257017,87,IDS LEGACY FEATURES,CONUS,3691.914592,611377.0611,6.419000149,13.31400108,-0.476000011,-4.268183231,360.3330078,1.769000053,13.60000038
121,121,5372,20002005449,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,257071,87,IDS LEGACY FEATURES,CONUS,502.2765742,19998.61127,6.419000149,13.31400108,-0.476000011,-4.268183231,360.3330078,1.769000053,13.60000038
122,122,5376,20002005481,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,257103,87,IDS LEGACY FEATURES,CONUS,709.6877171,39932.48459,5.694000244,12.22500038,-0.835000038,-5.410241604,423.9840088,2.039000034,12.83700085
123,123,5386,20002005420,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,257042,87,IDS LEGACY FEATURES,CONUS,502.3117483,20001.46021,6.419000149,13.31400108,-0.476000011,-4.268183231,360.3330078,1.769000053,13.60000038
124,124,5401,20002005464,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,257086,87,IDS LEGACY FEATURES,CONUS,313.0220107,7703.912113,6.419000149,13.31400108,-0.476000011,-4.268183231,360.3330078,1.769000053,13.60000038
125,125,5447,20002005411,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,9.9,1,2000,-1,No Data,-1,No data,1.01,10,9000,MIXED CONIFERS,1,257033,87,IDS LEGACY FEATURES,CONUS,709.6712752,39930.76135,5.835000515,12.57100105,-0.900000036,-4.612050056,361.2980042,1.742000103,12.89700031
126,126,5585,20002005483,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,4.9,1,2000,-1,No Data,-1,No data,1.02,5,9000,MIXED CONIFERS,1,257105,87,IDS LEGACY FEATURES,CONUS,502.347131,20003.74709,4.431000233,10.96500015,-2.101000071,-5.775408268,486.0000305,1.754000068,11.64900017
127,127,5621,20002008002,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,259671,87,IDS LEGACY FEATURES,CONUS,314.3449692,7847.120007,7.559000492,14.54500103,0.574000001,-4.934633255,460.6990356,2.501000166,14.59500027
128,128,5633,19992006605,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,173109,87,IDS LEGACY FEATURES,CONUS,314.3833019,7850.100729,6.040000439,12.74900055,-0.667000055,-5.843416691,552.8270264,1.822000146,12.43400097
129,129,5675,20012008595,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,20.1,1,2001,-1,No Data,-1,No data,1,20,9000,MIXED CONIFERS,1,404514,87,IDS LEGACY FEATURES,CONUS,1012.402948,81482.12187,5.574000359,12.43100071,-1.282000065,-4.79844141,370.2750244,1.871000051,12.71900082
130,130,5828,20002007335,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,258986,87,IDS LEGACY FEATURES,CONUS,314.3397144,7847.975914,7.976000309,14.74200058,1.211000085,-4.218916416,438.4020081,2.516000032,14.97800064
131,131,5841,20012011665,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.2,1,2001,-1,No Data,-1,No data,10,2,9000,MIXED CONIFERS,1,407606,87,IDS LEGACY FEATURES,CONUS,112.643539,1001.774093,6.749000549,13.45100021,0.047000002,-5.294291496,501.4930115,2.418000221,13.44400024
132,132,5854,20012011524,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,0.2,1,2001,-1,No Data,-1,No data,5,1,9000,MIXED CONIFERS,1,407465,87,IDS LEGACY FEATURES,CONUS,112.7495149,1003.264734,5.982000351,12.81700039,-0.852000058,-5.253916264,503.7310181,2.048000097,12.91300106
133,133,5861,20002005185,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,256802,87,IDS LEGACY FEATURES,CONUS,313.0331713,7704.505316,6.010000229,12.93400097,-0.913000047,-4.414758205,345.9040222,1.739000082,13.25900078
134,134,5881,20002006426,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,,SINGLE,,,,POLYGON,1.9,1,2000,-1,No Data,-1,No data,1.05,2,9000,MIXED CONIFERS,1,258068,87,IDS LEGACY FEATURES,CONUS,314.323393,7846.757781,6.957000256,13.52000046,0.395000011,-4.674858093,443.4830322,2.275000095,13.78600025
135,135,5913,19992006318,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,1.9,1,1999,-1,No Data,-1,No data,0.53,1,9000,MIXED CONIFERS,1,172813,87,IDS LEGACY FEATURES,CONUS,314.3270644,7846.827867,9.137000084,16.13000107,2.144000053,-3.171966553,612.75,2.217000008,15.20900059
136,136,5930,19992005659,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-50,SINGLE,,,,POLYGON,97.7,1,1999,-1,No Data,-1,No data,0.51,50,9000,MIXED CONIFERS,1,172150,87,IDS LEGACY FEATURES,CONUS,2620.885663,395405.7655,5.244000435,12.10400105,-1.615000129,-5.933133125,457.7450256,1.709000111,11.81100082
137,137,5956,19992005692,,,,,2,,122,ponderosa pine,,,11006,mountain pine beetle,2,Mortality,,,,,,5-1,SINGLE,,,,POLYGON,2,1,1999,-1,No Data,-1,No data,0.5,1,9000,MIXED CONIFERS,1,172183,87,IDS LEGACY FEATURES,CONUS,320.2866228,8132.009246,5.834000111,12.99700069,-1.327000022,-5.417616367,459.5520325,1.60800004,12.53200054
